order,name,type,isnumeric,format,vallab,varlab
265,hc05_moe_vc31,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; EDUCATIONAL AT"
266,hc06_est_vc31,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
267,hc06_moe_vc31,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
268,hc01_est_vc32,strL,0,%9s,,All families  - Total; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - Bachelo
269,hc01_moe_vc32,strL,0,%9s,,All families  - Total; Margin of Error; EDUCATIONAL ATTAINMENT OF HOUSEHOLDER - 
270,hc02_est_vc32,strL,0,%9s,,All families  - Percent below poverty level; Estimate; EDUCATIONAL ATTAINMENT OF
271,hc02_moe_vc32,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; EDUCATIONAL ATTAIN
272,hc03_est_vc32,strL,0,%9s,,Married-couple families  - Total; Estimate; EDUCATIONAL ATTAINMENT OF HOUSEHOLDE
273,hc03_moe_vc32,strL,0,%9s,,Married-couple families  - Total; Margin of Error; EDUCATIONAL ATTAINMENT OF HOU
274,hc04_est_vc32,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; EDUCATIONAL AT
275,hc04_moe_vc32,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; EDUCATI
276,hc05_est_vc32,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; EDUCATIONAL ATTAINMEN"
277,hc05_moe_vc32,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; EDUCATIONAL AT"
278,hc06_est_vc32,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
279,hc06_moe_vc32,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
280,hc01_est_vc35,strL,0,%9s,,All families  - Total; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER U
281,hc01_moe_vc35,strL,0,%9s,,All families  - Total; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEH
282,hc02_est_vc35,strL,0,%9s,,All families  - Percent below poverty level; Estimate; NUMBER OF RELATED CHILDRE
283,hc02_moe_vc35,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; NUMBER OF RELATED 
284,hc03_est_vc35,strL,0,%9s,,Married-couple families  - Total; Estimate; NUMBER OF RELATED CHILDREN OF THE HO
285,hc03_moe_vc35,strL,0,%9s,,Married-couple families  - Total; Margin of Error; NUMBER OF RELATED CHILDREN OF
286,hc04_est_vc35,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF RELA
287,hc04_moe_vc35,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER 
288,hc05_est_vc35,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; NUMBER OF RELATED CHI"
289,hc05_moe_vc35,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF RELA"
290,hc06_est_vc35,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
291,hc06_moe_vc35,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
292,hc01_est_vc36,strL,0,%9s,,All families  - Total; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER U
293,hc01_moe_vc36,strL,0,%9s,,All families  - Total; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEH
294,hc02_est_vc36,strL,0,%9s,,All families  - Percent below poverty level; Estimate; NUMBER OF RELATED CHILDRE
295,hc02_moe_vc36,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; NUMBER OF RELATED 
296,hc03_est_vc36,strL,0,%9s,,Married-couple families  - Total; Estimate; NUMBER OF RELATED CHILDREN OF THE HO
297,hc03_moe_vc36,strL,0,%9s,,Married-couple families  - Total; Margin of Error; NUMBER OF RELATED CHILDREN OF
298,hc04_est_vc36,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF RELA
299,hc04_moe_vc36,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER 
300,hc05_est_vc36,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; NUMBER OF RELATED CHI"
301,hc05_moe_vc36,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF RELA"
302,hc06_est_vc36,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
303,hc06_moe_vc36,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
304,hc01_est_vc37,strL,0,%9s,,All families  - Total; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER U
305,hc01_moe_vc37,strL,0,%9s,,All families  - Total; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEH
306,hc02_est_vc37,strL,0,%9s,,All families  - Percent below poverty level; Estimate; NUMBER OF RELATED CHILDRE
307,hc02_moe_vc37,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; NUMBER OF RELATED 
308,hc03_est_vc37,strL,0,%9s,,Married-couple families  - Total; Estimate; NUMBER OF RELATED CHILDREN OF THE HO
309,hc03_moe_vc37,strL,0,%9s,,Married-couple families  - Total; Margin of Error; NUMBER OF RELATED CHILDREN OF
310,hc04_est_vc37,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF RELA
311,hc04_moe_vc37,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER 
312,hc05_est_vc37,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; NUMBER OF RELATED CHI"
313,hc05_moe_vc37,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF RELA"
314,hc06_est_vc37,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
315,hc06_moe_vc37,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
316,hc01_est_vc38,strL,0,%9s,,All families  - Total; Estimate; NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER U
317,hc01_moe_vc38,strL,0,%9s,,All families  - Total; Margin of Error; NUMBER OF RELATED CHILDREN OF THE HOUSEH
318,hc02_est_vc38,strL,0,%9s,,All families  - Percent below poverty level; Estimate; NUMBER OF RELATED CHILDRE
319,hc02_moe_vc38,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; NUMBER OF RELATED 
320,hc03_est_vc38,strL,0,%9s,,Married-couple families  - Total; Estimate; NUMBER OF RELATED CHILDREN OF THE HO
321,hc03_moe_vc38,strL,0,%9s,,Married-couple families  - Total; Margin of Error; NUMBER OF RELATED CHILDREN OF
322,hc04_est_vc38,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF RELA
323,hc04_moe_vc38,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER 
324,hc05_est_vc38,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; NUMBER OF RELATED CHI"
325,hc05_moe_vc38,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF RELA"
326,hc06_est_vc38,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
327,hc06_moe_vc38,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
328,hc01_est_vc41,strL,0,%9s,,All families  - Total; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER
329,hc01_moe_vc41,strL,0,%9s,,All families  - Total; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDE
330,hc02_est_vc41,strL,0,%9s,,All families  - Percent below poverty level; Estimate; NUMBER OF OWN CHILDREN OF
331,hc02_moe_vc41,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; NUMBER OF OWN CHIL
332,hc03_est_vc41,strL,0,%9s,,Married-couple families  - Total; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEH
333,hc03_moe_vc41,strL,0,%9s,,Married-couple families  - Total; Margin of Error; NUMBER OF OWN CHILDREN OF THE
334,hc04_est_vc41,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF OWN 
335,hc04_moe_vc41,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER 
336,hc05_est_vc41,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; NUMBER OF OWN CHILDRE"
337,hc05_moe_vc41,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF OWN "
338,hc06_est_vc41,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
339,hc06_moe_vc41,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
340,hc01_est_vc42,strL,0,%9s,,All families  - Total; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER
341,hc01_moe_vc42,strL,0,%9s,,All families  - Total; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDE
342,hc02_est_vc42,strL,0,%9s,,All families  - Percent below poverty level; Estimate; NUMBER OF OWN CHILDREN OF
343,hc02_moe_vc42,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; NUMBER OF OWN CHIL
344,hc03_est_vc42,strL,0,%9s,,Married-couple families  - Total; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEH
345,hc03_moe_vc42,strL,0,%9s,,Married-couple families  - Total; Margin of Error; NUMBER OF OWN CHILDREN OF THE
346,hc04_est_vc42,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF OWN 
347,hc04_moe_vc42,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER 
348,hc05_est_vc42,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; NUMBER OF OWN CHILDRE"
349,hc05_moe_vc42,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF OWN "
350,hc06_est_vc42,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
351,hc06_moe_vc42,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
352,hc01_est_vc43,strL,0,%9s,,All families  - Total; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER
353,hc01_moe_vc43,strL,0,%9s,,All families  - Total; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDE
354,hc02_est_vc43,strL,0,%9s,,All families  - Percent below poverty level; Estimate; NUMBER OF OWN CHILDREN OF
355,hc02_moe_vc43,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; NUMBER OF OWN CHIL
356,hc03_est_vc43,strL,0,%9s,,Married-couple families  - Total; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEH
357,hc03_moe_vc43,strL,0,%9s,,Married-couple families  - Total; Margin of Error; NUMBER OF OWN CHILDREN OF THE
358,hc04_est_vc43,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF OWN 
359,hc04_moe_vc43,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER 
360,hc05_est_vc43,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; NUMBER OF OWN CHILDRE"
361,hc05_moe_vc43,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF OWN "
362,hc06_est_vc43,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
363,hc06_moe_vc43,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
364,hc01_est_vc44,strL,0,%9s,,All families  - Total; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER
365,hc01_moe_vc44,strL,0,%9s,,All families  - Total; Margin of Error; NUMBER OF OWN CHILDREN OF THE HOUSEHOLDE
366,hc02_est_vc44,strL,0,%9s,,All families  - Percent below poverty level; Estimate; NUMBER OF OWN CHILDREN OF
367,hc02_moe_vc44,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; NUMBER OF OWN CHIL
368,hc03_est_vc44,strL,0,%9s,,Married-couple families  - Total; Estimate; NUMBER OF OWN CHILDREN OF THE HOUSEH
369,hc03_moe_vc44,strL,0,%9s,,Married-couple families  - Total; Margin of Error; NUMBER OF OWN CHILDREN OF THE
370,hc04_est_vc44,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF OWN 
371,hc04_moe_vc44,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER 
372,hc05_est_vc44,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; NUMBER OF OWN CHILDRE"
373,hc05_moe_vc44,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF OWN "
374,hc06_est_vc44,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
375,hc06_moe_vc44,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
376,hc01_est_vc47,str70,0,%70s,,All families  - Total; Estimate; NUMBER OF PEOPLE IN FAMILY - 2 people
377,hc01_moe_vc47,strL,0,%9s,,All families  - Total; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 2 people
378,hc02_est_vc47,strL,0,%9s,,All families  - Percent below poverty level; Estimate; NUMBER OF PEOPLE IN FAMIL
379,hc02_moe_vc47,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; NUMBER OF PEOPLE I
380,hc03_est_vc47,strL,0,%9s,,Married-couple families  - Total; Estimate; NUMBER OF PEOPLE IN FAMILY - 2 peopl
381,hc03_moe_vc47,strL,0,%9s,,Married-couple families  - Total; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 
382,hc04_est_vc47,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF PEOP
383,hc04_moe_vc47,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER 
384,hc05_est_vc47,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; NUMBER OF PEOPLE IN F"
385,hc05_moe_vc47,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF PEOP"
386,hc06_est_vc47,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
387,hc06_moe_vc47,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
388,hc01_est_vc48,str75,0,%75s,,All families  - Total; Estimate; NUMBER OF PEOPLE IN FAMILY - 3 or 4 people
389,hc01_moe_vc48,strL,0,%9s,,All families  - Total; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 3 or 4 peop
390,hc02_est_vc48,strL,0,%9s,,All families  - Percent below poverty level; Estimate; NUMBER OF PEOPLE IN FAMIL
391,hc02_moe_vc48,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; NUMBER OF PEOPLE I
392,hc03_est_vc48,strL,0,%9s,,Married-couple families  - Total; Estimate; NUMBER OF PEOPLE IN FAMILY - 3 or 4 
393,hc03_moe_vc48,strL,0,%9s,,Married-couple families  - Total; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 
394,hc04_est_vc48,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF PEOP
395,hc04_moe_vc48,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER 
396,hc05_est_vc48,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; NUMBER OF PEOPLE IN F"
397,hc05_moe_vc48,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF PEOP"
398,hc06_est_vc48,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
399,hc06_moe_vc48,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
400,hc01_est_vc49,str75,0,%75s,,All families  - Total; Estimate; NUMBER OF PEOPLE IN FAMILY - 5 or 6 people
401,hc01_moe_vc49,strL,0,%9s,,All families  - Total; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 5 or 6 peop
402,hc02_est_vc49,strL,0,%9s,,All families  - Percent below poverty level; Estimate; NUMBER OF PEOPLE IN FAMIL
403,hc02_moe_vc49,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; NUMBER OF PEOPLE I
404,hc03_est_vc49,strL,0,%9s,,Married-couple families  - Total; Estimate; NUMBER OF PEOPLE IN FAMILY - 5 or 6 
405,hc03_moe_vc49,strL,0,%9s,,Married-couple families  - Total; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 
406,hc04_est_vc49,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF PEOP
407,hc04_moe_vc49,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER 
408,hc05_est_vc49,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; NUMBER OF PEOPLE IN F"
409,hc05_moe_vc49,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF PEOP"
410,hc06_est_vc49,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
411,hc06_moe_vc49,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
412,hc01_est_vc50,strL,0,%9s,,All families  - Total; Estimate; NUMBER OF PEOPLE IN FAMILY - 7 or more people
413,hc01_moe_vc50,strL,0,%9s,,All families  - Total; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 7 or more p
414,hc02_est_vc50,strL,0,%9s,,All families  - Percent below poverty level; Estimate; NUMBER OF PEOPLE IN FAMIL
415,hc02_moe_vc50,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; NUMBER OF PEOPLE I
416,hc03_est_vc50,strL,0,%9s,,Married-couple families  - Total; Estimate; NUMBER OF PEOPLE IN FAMILY - 7 or mo
417,hc03_moe_vc50,strL,0,%9s,,Married-couple families  - Total; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 
418,hc04_est_vc50,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF PEOP
419,hc04_moe_vc50,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER 
420,hc05_est_vc50,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; NUMBER OF PEOPLE IN F"
421,hc05_moe_vc50,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF PEOP"
422,hc06_est_vc50,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
423,hc06_moe_vc50,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
424,hc01_est_vc53,str73,0,%73s,,All families  - Total; Estimate; NUMBER OF WORKERS IN FAMILY - No workers
425,hc01_moe_vc53,strL,0,%9s,,All families  - Total; Margin of Error; NUMBER OF WORKERS IN FAMILY - No workers
426,hc02_est_vc53,strL,0,%9s,,All families  - Percent below poverty level; Estimate; NUMBER OF WORKERS IN FAMI
427,hc02_moe_vc53,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; NUMBER OF WORKERS 
428,hc03_est_vc53,strL,0,%9s,,Married-couple families  - Total; Estimate; NUMBER OF WORKERS IN FAMILY - No wor
429,hc03_moe_vc53,strL,0,%9s,,Married-couple families  - Total; Margin of Error; NUMBER OF WORKERS IN FAMILY -
430,hc04_est_vc53,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF WORK
431,hc04_moe_vc53,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER 
432,hc05_est_vc53,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; NUMBER OF WORKERS IN "
433,hc05_moe_vc53,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF WORK"
434,hc06_est_vc53,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
435,hc06_moe_vc53,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
436,hc01_est_vc54,str71,0,%71s,,All families  - Total; Estimate; NUMBER OF WORKERS IN FAMILY - 1 worker
437,hc01_moe_vc54,strL,0,%9s,,All families  - Total; Margin of Error; NUMBER OF WORKERS IN FAMILY - 1 worker
438,hc02_est_vc54,strL,0,%9s,,All families  - Percent below poverty level; Estimate; NUMBER OF WORKERS IN FAMI
439,hc02_moe_vc54,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; NUMBER OF WORKERS 
440,hc03_est_vc54,strL,0,%9s,,Married-couple families  - Total; Estimate; NUMBER OF WORKERS IN FAMILY - 1 work
441,hc03_moe_vc54,strL,0,%9s,,Married-couple families  - Total; Margin of Error; NUMBER OF WORKERS IN FAMILY -
442,hc04_est_vc54,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF WORK
443,hc04_moe_vc54,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER 
444,hc05_est_vc54,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; NUMBER OF WORKERS IN "
445,hc05_moe_vc54,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF WORK"
446,hc06_est_vc54,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
447,hc06_moe_vc54,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
448,hc01_est_vc55,str72,0,%72s,,All families  - Total; Estimate; NUMBER OF WORKERS IN FAMILY - 2 workers
449,hc01_moe_vc55,strL,0,%9s,,All families  - Total; Margin of Error; NUMBER OF WORKERS IN FAMILY - 2 workers
450,hc02_est_vc55,strL,0,%9s,,All families  - Percent below poverty level; Estimate; NUMBER OF WORKERS IN FAMI
451,hc02_moe_vc55,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; NUMBER OF WORKERS 
452,hc03_est_vc55,strL,0,%9s,,Married-couple families  - Total; Estimate; NUMBER OF WORKERS IN FAMILY - 2 work
453,hc03_moe_vc55,strL,0,%9s,,Married-couple families  - Total; Margin of Error; NUMBER OF WORKERS IN FAMILY -
454,hc04_est_vc55,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF WORK
455,hc04_moe_vc55,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER 
456,hc05_est_vc55,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; NUMBER OF WORKERS IN "
457,hc05_moe_vc55,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF WORK"
458,hc06_est_vc55,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
459,hc06_moe_vc55,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
460,hc01_est_vc56,strL,0,%9s,,All families  - Total; Estimate; NUMBER OF WORKERS IN FAMILY - 3 or more workers
461,hc01_moe_vc56,strL,0,%9s,,All families  - Total; Margin of Error; NUMBER OF WORKERS IN FAMILY - 3 or more 
462,hc02_est_vc56,strL,0,%9s,,All families  - Percent below poverty level; Estimate; NUMBER OF WORKERS IN FAMI
463,hc02_moe_vc56,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; NUMBER OF WORKERS 
464,hc03_est_vc56,strL,0,%9s,,Married-couple families  - Total; Estimate; NUMBER OF WORKERS IN FAMILY - 3 or m
465,hc03_moe_vc56,strL,0,%9s,,Married-couple families  - Total; Margin of Error; NUMBER OF WORKERS IN FAMILY -
466,hc04_est_vc56,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF WORK
467,hc04_moe_vc56,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER 
468,hc05_est_vc56,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; NUMBER OF WORKERS IN "
469,hc05_moe_vc56,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF WORK"
470,hc06_est_vc56,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
471,hc06_moe_vc56,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
472,hc01_est_vc59,strL,0,%9s,,All families  - Total; Estimate; INCOME DEFICIT - Mean income deficit for famili
473,hc01_moe_vc59,strL,0,%9s,,All families  - Total; Margin of Error; INCOME DEFICIT - Mean income deficit for
474,hc02_est_vc59,strL,0,%9s,,All families  - Percent below poverty level; Estimate; INCOME DEFICIT - Mean inc
475,hc02_moe_vc59,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; INCOME DEFICIT - M
476,hc03_est_vc59,strL,0,%9s,,Married-couple families  - Total; Estimate; INCOME DEFICIT - Mean income deficit
477,hc03_moe_vc59,strL,0,%9s,,Married-couple families  - Total; Margin of Error; INCOME DEFICIT - Mean income 
478,hc04_est_vc59,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; INCOME DEFICIT
479,hc04_moe_vc59,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; INCOME 
480,hc05_est_vc59,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; INCOME DEFICIT - Mean"
481,hc05_moe_vc59,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; INCOME DEFICIT"
482,hc06_est_vc59,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
483,hc06_moe_vc59,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
484,hc01_est_vc62,str56,0,%56s,,All families  - Total; Estimate; TENURE - Owner occupied
485,hc01_moe_vc62,str63,0,%63s,,All families  - Total; Margin of Error; TENURE - Owner occupied
486,hc02_est_vc62,strL,0,%9s,,All families  - Percent below poverty level; Estimate; TENURE - Owner occupied
487,hc02_moe_vc62,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; TENURE - Owner occ
488,hc03_est_vc62,str67,0,%67s,,Married-couple families  - Total; Estimate; TENURE - Owner occupied
489,hc03_moe_vc62,str74,0,%74s,,Married-couple families  - Total; Margin of Error; TENURE - Owner occupied
490,hc04_est_vc62,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; TENURE - Owner
491,hc04_moe_vc62,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; TENURE 
492,hc05_est_vc62,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; TENURE - Owner occupi"
493,hc05_moe_vc62,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; TENURE - Owner"
494,hc06_est_vc62,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
495,hc06_moe_vc62,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
496,hc01_est_vc63,str57,0,%57s,,All families  - Total; Estimate; TENURE - Renter Occupied
497,hc01_moe_vc63,str64,0,%64s,,All families  - Total; Margin of Error; TENURE - Renter Occupied
498,hc02_est_vc63,strL,0,%9s,,All families  - Percent below poverty level; Estimate; TENURE - Renter Occupied
499,hc02_moe_vc63,strL,0,%9s,,All families  - Percent below poverty level; Margin of Error; TENURE - Renter Oc
500,hc03_est_vc63,str68,0,%68s,,Married-couple families  - Total; Estimate; TENURE - Renter Occupied
501,hc03_moe_vc63,str75,0,%75s,,Married-couple families  - Total; Margin of Error; TENURE - Renter Occupied
502,hc04_est_vc63,strL,0,%9s,,Married-couple families  - Percent below poverty level; Estimate; TENURE - Rente
503,hc04_moe_vc63,strL,0,%9s,,Married-couple families  - Percent below poverty level; Margin of Error; TENURE 
504,hc05_est_vc63,strL,0,%9s,,"Female householder, no husband present  - Total; Estimate; TENURE - Renter Occup"
505,hc05_moe_vc63,strL,0,%9s,,"Female householder, no husband present  - Total; Margin of Error; TENURE - Rente"
506,hc06_est_vc63,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Estimate;"
507,hc06_moe_vc63,strL,0,%9s,,"Female householder, no husband present  - Percent below poverty level; Margin of"
