order,name,type,isnumeric,format,vallab,varlab
252,hc01_est_vc45,str70,0,%70s,,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
253,hc01_moe_vc45,str77,0,%77s,,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
254,hc02_est_vc45,strL,0,%9s,,Native; born in state of residence; Estimate; EDUCATIONAL ATTAINMENT - Populatio
255,hc02_moe_vc45,strL,0,%9s,,Native; born in state of residence; Margin of Error; EDUCATIONAL ATTAINMENT - Po
256,hc03_est_vc45,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; EDUCATIONAL ATTAINMENT - Popu
257,hc03_moe_vc45,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; EDUCATIONAL ATTAINMENT
258,hc04_est_vc45,strL,0,%9s,,Native; born outside U.S.; Estimate; EDUCATIONAL ATTAINMENT - Population 25 year
259,hc04_moe_vc45,strL,0,%9s,,Native; born outside U.S.; Margin of Error; EDUCATIONAL ATTAINMENT - Population 
260,hc01_est_vc46,strL,0,%9s,,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less th
261,hc01_moe_vc46,strL,0,%9s,,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - 
262,hc02_est_vc46,strL,0,%9s,,Native; born in state of residence; Estimate; EDUCATIONAL ATTAINMENT - Populatio
263,hc02_moe_vc46,strL,0,%9s,,Native; born in state of residence; Margin of Error; EDUCATIONAL ATTAINMENT - Po
264,hc03_est_vc46,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; EDUCATIONAL ATTAINMENT - Popu
265,hc03_moe_vc46,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; EDUCATIONAL ATTAINMENT
266,hc04_est_vc46,strL,0,%9s,,Native; born outside U.S.; Estimate; EDUCATIONAL ATTAINMENT - Population 25 year
267,hc04_moe_vc46,strL,0,%9s,,Native; born outside U.S.; Margin of Error; EDUCATIONAL ATTAINMENT - Population 
268,hc01_est_vc47,strL,0,%9s,,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High sc
269,hc01_moe_vc47,strL,0,%9s,,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - 
270,hc02_est_vc47,strL,0,%9s,,Native; born in state of residence; Estimate; EDUCATIONAL ATTAINMENT - Populatio
271,hc02_moe_vc47,strL,0,%9s,,Native; born in state of residence; Margin of Error; EDUCATIONAL ATTAINMENT - Po
272,hc03_est_vc47,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; EDUCATIONAL ATTAINMENT - Popu
273,hc03_moe_vc47,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; EDUCATIONAL ATTAINMENT
274,hc04_est_vc47,strL,0,%9s,,Native; born outside U.S.; Estimate; EDUCATIONAL ATTAINMENT - Population 25 year
275,hc04_moe_vc47,strL,0,%9s,,Native; born outside U.S.; Margin of Error; EDUCATIONAL ATTAINMENT - Population 
276,hc01_est_vc48,strL,0,%9s,,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some co
277,hc01_moe_vc48,strL,0,%9s,,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - 
278,hc02_est_vc48,strL,0,%9s,,Native; born in state of residence; Estimate; EDUCATIONAL ATTAINMENT - Populatio
279,hc02_moe_vc48,strL,0,%9s,,Native; born in state of residence; Margin of Error; EDUCATIONAL ATTAINMENT - Po
280,hc03_est_vc48,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; EDUCATIONAL ATTAINMENT - Popu
281,hc03_moe_vc48,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; EDUCATIONAL ATTAINMENT
282,hc04_est_vc48,strL,0,%9s,,Native; born outside U.S.; Estimate; EDUCATIONAL ATTAINMENT - Population 25 year
283,hc04_moe_vc48,strL,0,%9s,,Native; born outside U.S.; Margin of Error; EDUCATIONAL ATTAINMENT - Population 
284,hc01_est_vc49,strL,0,%9s,,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelo
285,hc01_moe_vc49,strL,0,%9s,,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - 
286,hc02_est_vc49,strL,0,%9s,,Native; born in state of residence; Estimate; EDUCATIONAL ATTAINMENT - Populatio
287,hc02_moe_vc49,strL,0,%9s,,Native; born in state of residence; Margin of Error; EDUCATIONAL ATTAINMENT - Po
288,hc03_est_vc49,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; EDUCATIONAL ATTAINMENT - Popu
289,hc03_moe_vc49,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; EDUCATIONAL ATTAINMENT
290,hc04_est_vc49,strL,0,%9s,,Native; born outside U.S.; Estimate; EDUCATIONAL ATTAINMENT - Population 25 year
291,hc04_moe_vc49,strL,0,%9s,,Native; born outside U.S.; Margin of Error; EDUCATIONAL ATTAINMENT - Population 
292,hc01_est_vc50,strL,0,%9s,,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduat
293,hc01_moe_vc50,strL,0,%9s,,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - 
294,hc02_est_vc50,strL,0,%9s,,Native; born in state of residence; Estimate; EDUCATIONAL ATTAINMENT - Populatio
295,hc02_moe_vc50,strL,0,%9s,,Native; born in state of residence; Margin of Error; EDUCATIONAL ATTAINMENT - Po
296,hc03_est_vc50,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; EDUCATIONAL ATTAINMENT - Popu
297,hc03_moe_vc50,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; EDUCATIONAL ATTAINMENT
298,hc04_est_vc50,strL,0,%9s,,Native; born outside U.S.; Estimate; EDUCATIONAL ATTAINMENT - Population 25 year
299,hc04_moe_vc50,strL,0,%9s,,Native; born outside U.S.; Margin of Error; EDUCATIONAL ATTAINMENT - Population 
300,hc01_est_vc53,strL,0,%9s,,Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-AD
301,hc01_moe_vc53,strL,0,%9s,,Total; Margin of Error; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2017 INFLA
302,hc02_est_vc53,strL,0,%9s,,Native; born in state of residence; Estimate; INDIVIDUALS' INCOME IN THE PAST 12
303,hc02_moe_vc53,strL,0,%9s,,Native; born in state of residence; Margin of Error; INDIVIDUALS' INCOME IN THE 
304,hc03_est_vc53,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; INDIVIDUALS' INCOME IN THE PA
305,hc03_moe_vc53,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; INDIVIDUALS' INCOME IN
306,hc04_est_vc53,strL,0,%9s,,Native; born outside U.S.; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (
307,hc04_moe_vc53,strL,0,%9s,,Native; born outside U.S.; Margin of Error; INDIVIDUALS' INCOME IN THE PAST 12 M
308,hc01_est_vc54,strL,0,%9s,,Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-AD
309,hc01_moe_vc54,strL,0,%9s,,Total; Margin of Error; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2017 INFLA
310,hc02_est_vc54,strL,0,%9s,,Native; born in state of residence; Estimate; INDIVIDUALS' INCOME IN THE PAST 12
311,hc02_moe_vc54,strL,0,%9s,,Native; born in state of residence; Margin of Error; INDIVIDUALS' INCOME IN THE 
312,hc03_est_vc54,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; INDIVIDUALS' INCOME IN THE PA
313,hc03_moe_vc54,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; INDIVIDUALS' INCOME IN
314,hc04_est_vc54,strL,0,%9s,,Native; born outside U.S.; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (
315,hc04_moe_vc54,strL,0,%9s,,Native; born outside U.S.; Margin of Error; INDIVIDUALS' INCOME IN THE PAST 12 M
316,hc01_est_vc55,strL,0,%9s,,Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-AD
317,hc01_moe_vc55,strL,0,%9s,,Total; Margin of Error; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2017 INFLA
318,hc02_est_vc55,strL,0,%9s,,Native; born in state of residence; Estimate; INDIVIDUALS' INCOME IN THE PAST 12
319,hc02_moe_vc55,strL,0,%9s,,Native; born in state of residence; Margin of Error; INDIVIDUALS' INCOME IN THE 
320,hc03_est_vc55,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; INDIVIDUALS' INCOME IN THE PA
321,hc03_moe_vc55,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; INDIVIDUALS' INCOME IN
322,hc04_est_vc55,strL,0,%9s,,Native; born outside U.S.; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (
323,hc04_moe_vc55,strL,0,%9s,,Native; born outside U.S.; Margin of Error; INDIVIDUALS' INCOME IN THE PAST 12 M
324,hc01_est_vc56,strL,0,%9s,,Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-AD
325,hc01_moe_vc56,strL,0,%9s,,Total; Margin of Error; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2017 INFLA
326,hc02_est_vc56,strL,0,%9s,,Native; born in state of residence; Estimate; INDIVIDUALS' INCOME IN THE PAST 12
327,hc02_moe_vc56,strL,0,%9s,,Native; born in state of residence; Margin of Error; INDIVIDUALS' INCOME IN THE 
328,hc03_est_vc56,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; INDIVIDUALS' INCOME IN THE PA
329,hc03_moe_vc56,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; INDIVIDUALS' INCOME IN
330,hc04_est_vc56,strL,0,%9s,,Native; born outside U.S.; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (
331,hc04_moe_vc56,strL,0,%9s,,Native; born outside U.S.; Margin of Error; INDIVIDUALS' INCOME IN THE PAST 12 M
332,hc01_est_vc57,strL,0,%9s,,Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-AD
333,hc01_moe_vc57,strL,0,%9s,,Total; Margin of Error; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2017 INFLA
334,hc02_est_vc57,strL,0,%9s,,Native; born in state of residence; Estimate; INDIVIDUALS' INCOME IN THE PAST 12
335,hc02_moe_vc57,strL,0,%9s,,Native; born in state of residence; Margin of Error; INDIVIDUALS' INCOME IN THE 
336,hc03_est_vc57,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; INDIVIDUALS' INCOME IN THE PA
337,hc03_moe_vc57,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; INDIVIDUALS' INCOME IN
338,hc04_est_vc57,strL,0,%9s,,Native; born outside U.S.; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (
339,hc04_moe_vc57,strL,0,%9s,,Native; born outside U.S.; Margin of Error; INDIVIDUALS' INCOME IN THE PAST 12 M
340,hc01_est_vc58,strL,0,%9s,,Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-AD
341,hc01_moe_vc58,strL,0,%9s,,Total; Margin of Error; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2017 INFLA
342,hc02_est_vc58,strL,0,%9s,,Native; born in state of residence; Estimate; INDIVIDUALS' INCOME IN THE PAST 12
343,hc02_moe_vc58,strL,0,%9s,,Native; born in state of residence; Margin of Error; INDIVIDUALS' INCOME IN THE 
344,hc03_est_vc58,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; INDIVIDUALS' INCOME IN THE PA
345,hc03_moe_vc58,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; INDIVIDUALS' INCOME IN
346,hc04_est_vc58,strL,0,%9s,,Native; born outside U.S.; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (
347,hc04_moe_vc58,strL,0,%9s,,Native; born outside U.S.; Margin of Error; INDIVIDUALS' INCOME IN THE PAST 12 M
348,hc01_est_vc59,strL,0,%9s,,Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-AD
349,hc01_moe_vc59,strL,0,%9s,,Total; Margin of Error; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2017 INFLA
350,hc02_est_vc59,strL,0,%9s,,Native; born in state of residence; Estimate; INDIVIDUALS' INCOME IN THE PAST 12
351,hc02_moe_vc59,strL,0,%9s,,Native; born in state of residence; Margin of Error; INDIVIDUALS' INCOME IN THE 
352,hc03_est_vc59,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; INDIVIDUALS' INCOME IN THE PA
353,hc03_moe_vc59,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; INDIVIDUALS' INCOME IN
354,hc04_est_vc59,strL,0,%9s,,Native; born outside U.S.; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (
355,hc04_moe_vc59,strL,0,%9s,,Native; born outside U.S.; Margin of Error; INDIVIDUALS' INCOME IN THE PAST 12 M
356,hc01_est_vc60,strL,0,%9s,,Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-AD
357,hc01_moe_vc60,strL,0,%9s,,Total; Margin of Error; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2017 INFLA
358,hc02_est_vc60,strL,0,%9s,,Native; born in state of residence; Estimate; INDIVIDUALS' INCOME IN THE PAST 12
359,hc02_moe_vc60,strL,0,%9s,,Native; born in state of residence; Margin of Error; INDIVIDUALS' INCOME IN THE 
360,hc03_est_vc60,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; INDIVIDUALS' INCOME IN THE PA
361,hc03_moe_vc60,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; INDIVIDUALS' INCOME IN
362,hc04_est_vc60,strL,0,%9s,,Native; born outside U.S.; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (
363,hc04_moe_vc60,strL,0,%9s,,Native; born outside U.S.; Margin of Error; INDIVIDUALS' INCOME IN THE PAST 12 M
364,hc01_est_vc61,strL,0,%9s,,Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-AD
365,hc01_moe_vc61,strL,0,%9s,,Total; Margin of Error; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2017 INFLA
366,hc02_est_vc61,strL,0,%9s,,Native; born in state of residence; Estimate; INDIVIDUALS' INCOME IN THE PAST 12
367,hc02_moe_vc61,strL,0,%9s,,Native; born in state of residence; Margin of Error; INDIVIDUALS' INCOME IN THE 
368,hc03_est_vc61,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; INDIVIDUALS' INCOME IN THE PA
369,hc03_moe_vc61,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; INDIVIDUALS' INCOME IN
370,hc04_est_vc61,strL,0,%9s,,Native; born outside U.S.; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (
371,hc04_moe_vc61,strL,0,%9s,,Native; born outside U.S.; Margin of Error; INDIVIDUALS' INCOME IN THE PAST 12 M
372,hc01_est_vc63,str40,0,%40s,,Total; Estimate; Median income (dollars)
373,hc01_moe_vc63,str47,0,%47s,,Total; Margin of Error; Median income (dollars)
374,hc02_est_vc63,str69,0,%69s,,Native; born in state of residence; Estimate; Median income (dollars)
375,hc02_moe_vc63,str76,0,%76s,,Native; born in state of residence; Margin of Error; Median income (dollars)
376,hc03_est_vc63,str74,0,%74s,,Native; born in other state in the U.S.; Estimate; Median income (dollars)
377,hc03_moe_vc63,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; Median income (dollars
378,hc04_est_vc63,str60,0,%60s,,Native; born outside U.S.; Estimate; Median income (dollars)
379,hc04_moe_vc63,str67,0,%67s,,Native; born outside U.S.; Margin of Error; Median income (dollars)
380,hc01_est_vc66,strL,0,%9s,,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom pove
381,hc01_moe_vc66,strL,0,%9s,,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population for wh
382,hc02_est_vc66,strL,0,%9s,,Native; born in state of residence; Estimate; POVERTY STATUS IN THE PAST 12 MONT
383,hc02_moe_vc66,strL,0,%9s,,Native; born in state of residence; Margin of Error; POVERTY STATUS IN THE PAST 
384,hc03_est_vc66,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; POVERTY STATUS IN THE PAST 12
385,hc03_moe_vc66,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; POVERTY STATUS IN THE 
386,hc04_est_vc66,strL,0,%9s,,Native; born outside U.S.; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Popu
387,hc04_moe_vc66,strL,0,%9s,,Native; born outside U.S.; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS
388,hc01_est_vc67,strL,0,%9s,,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom pove
389,hc01_moe_vc67,strL,0,%9s,,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population for wh
390,hc02_est_vc67,strL,0,%9s,,Native; born in state of residence; Estimate; POVERTY STATUS IN THE PAST 12 MONT
391,hc02_moe_vc67,strL,0,%9s,,Native; born in state of residence; Margin of Error; POVERTY STATUS IN THE PAST 
392,hc03_est_vc67,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; POVERTY STATUS IN THE PAST 12
393,hc03_moe_vc67,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; POVERTY STATUS IN THE 
394,hc04_est_vc67,strL,0,%9s,,Native; born outside U.S.; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Popu
395,hc04_moe_vc67,strL,0,%9s,,Native; born outside U.S.; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS
396,hc01_est_vc68,strL,0,%9s,,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom pove
397,hc01_moe_vc68,strL,0,%9s,,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population for wh
398,hc02_est_vc68,strL,0,%9s,,Native; born in state of residence; Estimate; POVERTY STATUS IN THE PAST 12 MONT
399,hc02_moe_vc68,strL,0,%9s,,Native; born in state of residence; Margin of Error; POVERTY STATUS IN THE PAST 
400,hc03_est_vc68,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; POVERTY STATUS IN THE PAST 12
401,hc03_moe_vc68,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; POVERTY STATUS IN THE 
402,hc04_est_vc68,strL,0,%9s,,Native; born outside U.S.; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Popu
403,hc04_moe_vc68,strL,0,%9s,,Native; born outside U.S.; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS
404,hc01_est_vc69,strL,0,%9s,,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom pove
405,hc01_moe_vc69,strL,0,%9s,,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population for wh
406,hc02_est_vc69,strL,0,%9s,,Native; born in state of residence; Estimate; POVERTY STATUS IN THE PAST 12 MONT
407,hc02_moe_vc69,strL,0,%9s,,Native; born in state of residence; Margin of Error; POVERTY STATUS IN THE PAST 
408,hc03_est_vc69,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; POVERTY STATUS IN THE PAST 12
409,hc03_moe_vc69,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; POVERTY STATUS IN THE 
410,hc04_est_vc69,strL,0,%9s,,Native; born outside U.S.; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Popu
411,hc04_moe_vc69,strL,0,%9s,,Native; born outside U.S.; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS
412,hc01_est_vc72,str55,0,%55s,,Total; Estimate; PERCENT ALLOCATED - Citizenship status
413,hc01_moe_vc72,str62,0,%62s,,Total; Margin of Error; PERCENT ALLOCATED - Citizenship status
414,hc02_est_vc72,strL,0,%9s,,Native; born in state of residence; Estimate; PERCENT ALLOCATED - Citizenship st
415,hc02_moe_vc72,strL,0,%9s,,Native; born in state of residence; Margin of Error; PERCENT ALLOCATED - Citizen
416,hc03_est_vc72,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; PERCENT ALLOCATED - Citizensh
417,hc03_moe_vc72,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; PERCENT ALLOCATED - Ci
418,hc04_est_vc72,str75,0,%75s,,Native; born outside U.S.; Estimate; PERCENT ALLOCATED - Citizenship status
419,hc04_moe_vc72,strL,0,%9s,,Native; born outside U.S.; Margin of Error; PERCENT ALLOCATED - Citizenship stat
420,hc01_est_vc73,str51,0,%51s,,Total; Estimate; PERCENT ALLOCATED - Place of birth
421,hc01_moe_vc73,str58,0,%58s,,Total; Margin of Error; PERCENT ALLOCATED - Place of birth
422,hc02_est_vc73,strL,0,%9s,,Native; born in state of residence; Estimate; PERCENT ALLOCATED - Place of birth
423,hc02_moe_vc73,strL,0,%9s,,Native; born in state of residence; Margin of Error; PERCENT ALLOCATED - Place o
424,hc03_est_vc73,strL,0,%9s,,Native; born in other state in the U.S.; Estimate; PERCENT ALLOCATED - Place of 
425,hc03_moe_vc73,strL,0,%9s,,Native; born in other state in the U.S.; Margin of Error; PERCENT ALLOCATED - Pl
426,hc04_est_vc73,str71,0,%71s,,Native; born outside U.S.; Estimate; PERCENT ALLOCATED - Place of birth
427,hc04_moe_vc73,strL,0,%9s,,Native; born outside U.S.; Margin of Error; PERCENT ALLOCATED - Place of birth
